文书标题,公示日期,详情url,决定书文号,被处罚个人姓名,被处罚个人单位,被处罚机构名称,机构负责人,案由,处罚依据,处罚内容,做出处罚机构的名称,处罚日期
中国银行业监督管理委员会海南监管局行政处罚信息公开表,2017-03-20,http://www.cbrc.gov.cn/chinese/home/docView/92E80E7776CF430CA49DD47B9AC11CD4.html,琼银监罚〔2017〕2号,王乔樟,null,———,———,当事人存在贷款“三查”不尽职的违法行为，违反了《个人贷款管理暂行办法》第十三条和《贷款通则》第二十七条、第三十一条的规定。,《个人贷款管理暂行办法》第四十二条和《中华人民共和国银行业监督管理法》第四十八条第二款。,给予警告的行政处罚,中国银行业监督管理委员会海南监管局,2017-2-20
中国银行业监督管理委员会海南监管局行政处罚信息公开表,2017-03-20,http://www.cbrc.gov.cn/chinese/home/docView/93A4B5A2AF1D40A796CB619DFD172E05.html,琼银监罚〔2017〕1号,郭远晴,null,———,———,当事人存在贷款“三查”不尽职的违法行为，违反了《个人贷款管理暂行办法》第十三条和《贷款通则》第二十七条、第三十一条的规定。,《个人贷款管理暂行办法》第四十二条和《中华人民共和国银行业监督管理法》第四十八条第二款。,给予警告的行政处罚,中国银行业监督管理委员会海南监管局,2017-2-20
中国银行业监督管理委员会海南监管局行政处罚信息公开表,2017-01-24,http://www.cbrc.gov.cn/chinese/home/docView/6F29F912173D477B95D6770F1BD6EDE5.html,  琼银监罚〔2016〕7号,-----,null,中国工商银行股份有限公司海南省分行,胡晔,当事人在服务收费过程中存在质价不符的违法行为，违反了《中国银监会关于整治银行业金融机构不规范经营的通知》（银监发〔2012〕3号）的规定。,《中华人民共和国银行业监督管理法》第四十六条第五款和《中国银监会关于进一步推进银行业不规范经营专项治理的通知》（银监发〔2012〕15号）的规定。,给予当事人人民币二十万元的行政处罚,中国银行业监督管理委员会海南监管局,2016-12-30
中国银行业监督管理委员会海南监管局行政处罚信息公开表,2017-01-24,http://www.cbrc.gov.cn/chinese/home/docView/1D43BD21DC80448486B72F9191C01F6E.html,  琼银监罚〔2016〕6号,-----,null,中国工商银行股份有限公司海南省分行,胡晔,当事人存在贷款“三查”不尽职的违法行为，违反了《个人贷款管理暂行办法》第十三条和《贷款通则》第三十一条的规定。,《个人贷款管理暂行办法》第四十二条和《中华人民共和国银行业监督管理法》第四十六条第五款的规定。,给予当事人人民币三十万元的行政处罚,中国银行业监督管理委员会海南监管局,2016-12-30
中国银行业监督管理委员会海南监管局行政处罚信息公开表,2016-04-27,http://www.cbrc.gov.cn/chinese/home/docView/20CC76391C8F4D988EFB3DDB1857D765.html,    琼银监罚〔2015〕19号,-----,null,平安银行股份有限公司海口分行  ,蒋明光,    当事人存在未按合同约定用途检查、监督信贷资金使用情况，信贷资金被挪用的违法违规行为，违反了《流动资金贷款管理暂行办法》第九条的规定。,    《流动资金贷款管理暂行办法》第三十九条第七款和《中华人民共和国银行业监督管理法》第四十六条第五款规定。,给予当事人人民币二十五万元的行政处罚,中国银行业监督管理委员会海南监管局,2015-10-16
中国银行业监督管理委员会海南监管局行政处罚信息公开表,2016-04-27,http://www.cbrc.gov.cn/chinese/home/docView/961778998CDF494790DF0AF11AA7C8E7.html,     琼银监罚〔2015〕18号,-------,null,中国光大银行股份有限公司海口分行,张轶昌,    当事人存在未对借款人的贷款资金使用情况进行跟踪检查和监控分析的违法违规行为，违反了《个人贷款管理暂行办法》第三十五条的规定。,  《个人贷款管理暂行办法》第四十二条及《中华人民共和国银行业监督管理法》第四十六条第五款规定。,给予当事人人民币二十五万元的行政处罚,中国银行业监督管理委员会海南监管局,2015-10-16
中国银行业监督管理委员会海南监管局行政处罚信息公开表,2016-04-27,http://www.cbrc.gov.cn/chinese/home/docView/2470029D958949A69A47DC81AA265E16.html,    琼银监罚〔2015〕17号,-------,null,澄迈县农村信用合作联社,周世才,"    当事人存在放任借款人将流动资金贷款用于固定资产投资的违法违规行为,违反了《流动资金贷款管理暂行办法》第九条的规定。",   《中华人民共和国银行业监督管理法》第四十六条第五款及《流动资金贷款管理暂行办法》第三十九条第四款规定。,给予当事人人民币五十万元的行政处罚,中国银行业监督管理委员会海南监管局,2015-9-28
中国银行业监督管理委员会海南监管局行政处罚信息公开表,2016-04-27,http://www.cbrc.gov.cn/chinese/home/docView/2094BD5F2E0C46A28860569862BF2BE1.html,     琼银监罚〔2015〕16号,-----,null,海口市农村信用合作联社,辛全龙,"    当事人存在受理不符合条件的固定资产贷款申请并发放贷款的违法违规行为,违反了《固定资产贷款管理暂行办法》第九条第七款规定。",   《中华人民共和国银行业监督管理法》第四十六条第五款和《固定资产贷款管理暂行办法》第三十九条第一款规定。,给予当事人人民币五十万元的行政处罚,中国银行业监督管理委员会海南监管局,2015-9-28
中国银行业监督管理委员会海南监管局行政处罚信息公开表,2016-04-27,http://www.cbrc.gov.cn/chinese/home/docView/235CEBBC58CA483C9E64D4E09DD5ED75.html,    琼银监罚〔2015〕15号,-----,null,文昌市农村信用合作联社,孙恒保,"    当事人存在受托支付执行不到位，信贷资金被挪用的违法违规行为,违反了《固定资产贷款管理暂行办法》第二十四条和第二十六条的规定。",    《中华人民共和国银行业监督管理法》第四十六条第五款及《固定资产贷款管理暂行办法》第三十九条第六款规定。,给予当事人人民币五十万元的行政处罚,中国银行业监督管理委员会海南监管局,2015-9-28
中国银行业监督管理委员会海南监管局行政处罚信息公开表,2016-04-27,http://www.cbrc.gov.cn/chinese/home/docView/BE216F3D02FF4956B22F47748A837DEA.html,    琼银监罚〔2013〕4号,-----,null,海口农村商业银行股份有限公司,赵俊,"    当事人存在受理不符合条件的固定资产贷款申请并发放贷款和未按合同约定用途检查、监督信贷资金使用情况，信贷资金被挪用的违法违规行为,违反了《固定资产贷款管理暂行办法》第七条、第九条第六款以及第二十二条规定。", 《中华人民共和国银行业监督管理法》第四十六条第五款以及第四十八条第一款和《固定资产贷款管理暂行办法》第三十九条第一款、第六款规定。,"    给予当事人人民币二十万元的行政处罚,责令对责任人吴X、杨XX进行纪律处分。",中国银行业监督管理委员会海南监管局,2013-11-15
中国银行业监督管理委员会海南监管局行政处罚信息公开表,2016-04-27,http://www.cbrc.gov.cn/chinese/home/docView/8E071AB9A7614957B1B6B87D1F9B8F50.html,    琼银监罚〔2013〕3号,-----,null,海口市农村信用合作联社,辛全龙,"    当事人存在贷款支付审查不尽职和未按合同约定用途检查、监督信贷资金使用情况，信贷资金被挪用的违法违规行为,违反了《流动资金贷款管理暂行办法》第九条以及第二十七条相关规定。",   《中华人民共和国银行业监督管理法》第四十六条第五款以及第四十八条第一款和《流动资金贷款管理暂行办法》第三十九条第四款的规定。,"    给予当事人人民币四十万元的行政处罚,责令对责任人邢XX、金XX给予纪律处分。",中国银行业监督管理委员会海南监管局,2013-11-15
中国银行业监督管理委员会海南监管局行政处罚信息公开表,2016-04-27,http://www.cbrc.gov.cn/chinese/home/docView/B0D8FE1CDBDB4309B5AE18E934E3F717.html,    琼银监罚〔2012〕5号,-----,null,琼海市农村信用合作联社,钟捷锦,"    当事人存在流动资金贷款用于固定资产投资和超贷款集中度比例发放贷款的违法违规行为,违反了《流动资金贷款管理暂行办法》第九条、《中华人民共和国商业银行法》第三十九条第四款规定。",   《中华人民共和国银行业监督管理法》第四十六条第五款和第四十八条第一款、《中华人民共和国商业银行法》第七十五条第三款及《流动资金管理暂行办法》第三十九条第四款规定。,"    给予当事人人民币二十万元的行政处罚,责令对责任人王XX、程X、赖XX给予纪律处分。",中国银行业监督管理委员会海南监管局,2012-10-31
中国银行业监督管理委员会海南监管局行政处罚信息公开表,2016-04-27,http://www.cbrc.gov.cn/chinese/home/docView/561565A2C40A4EBC889E0BBD1A28BD13.html,    琼银监罚〔2012〕4号,-----,null,海口农村商业银行股份有限公司,赵俊,"    当事人存在未按合同约定用途检查、监督信贷资金使用情况，信贷资金被挪用的违法违规行为,违反了《流动资金贷款管理暂行办法》第九条以及第二十四条相关规定。",   《中华人民共和国银行业监督管理法》第四十六条第五款以及第四十八条第一款和《流动资金贷款管理暂行办法》第三十九条第六款、第七款的规定。,"    给予当事人人民币二十万元的行政处罚,责令对责任人徐XX、徐X、王XX和赵XX给予纪律处分。",中国银行业监督管理委员会海南监管局,2012-10-31
中国银行业监督管理委员会海南监管局行政处罚信息公开表,2016-04-27,http://www.cbrc.gov.cn/chinese/home/docView/42D9D1D6189D4E84BC93A6B26518E9BB.html,    琼银监罚〔2011〕2号,-----,null,中国银行股份有限公司海南省分行,王一林,"    当事人在信贷业务中存在借款合同文本中重要条款缺失，约定事项不全的违法违规行为,违反了《固定资产贷款管理暂行办法》第二十条的规定。",   《固定资产贷款管理暂行办法》第三十九条第四款和《中华人民共和国银行业监督管理法》第四十六条第五款的规定。,给予当事人人民币二十五万元的行政处罚,中国银行业监督管理委员会海南监管局,2011-10-26
中国银行业监督管理委员会海南监管局行政处罚信息公开表,2016-03-25,http://www.cbrc.gov.cn/chinese/home/docView/EC82E31023E14549AE82334B2BF0C077.html,  琼银监罚〔2015〕6号,-----,null,海口市农村信用合作联社,辛全龙,"  当事人存在未经任职资格核准任命高级管理人员的违法行为,违反了《中华人民共和国银行业监督管理法》第二十条和《中华人民共和国商业银行法》第二十四条的规定。",   《中华人民共和国银行业监督管理法》第四十六条第一款规定。,给予当事人人民币三十万元的行政处罚,中国银行业监督管理委员会海南监管局,2015-6-29
